Culture;CERCID;FLID;POSTRA;Order;CULTURE_NC;CULTURE_TL;ID_NC;ID_TL;ORDER_NC;ORDER_TL;BGL_ORIG_NC;BGL_ORIG_TL;BGL_GEN_NC;BGL_GEN_TL;DIS_BGL_TL;DIS_BGL_AB;BGL;DIS_BGL_BGP;BGL_AB;BGL_SPEC_NC;BGL_SPEC_TL;BGL_SPEC_TB;BGL_SPEC_TB_c;BGL_SPEC_TB_cl;BGD_ORIG_NC;BGD_ORIG_TL;BGD_GEN_NC;BGD_GEN_TL;DIS_BGD_TL;DIS_BGD_AB;BGD;DIS_BGD_BGP;BGD_AB;BGD_SPEC_NC;BGD_SPEC_TL;BGD_SPEC_TB;BGD_SPEC_TB_c;BGD_SPEC_TB_cl;LGL_ORIG_NC;LGL_ORIG_TL;LGL_GEN_NC;LGL_GEN_TL;DIS_LGL;LGL;LGL2;DIS_LGL_BGP;LGL_SPEC_NC;LGL_SPEC_TL;LGL_SPEC_TB;LGL_SPEC_TB_c;LGL_SPEC_TB_cl;LGD_ORIG__NC;LGD_ORIG_TL;LGD_GEN_NC;LGD_GEN_TL;DIS_LGD;LGD;LGD2;DIS_LGD_BGP;LGD_SPEC_NC;LGD_SPEC_TL;LGD_SPEC_TB;LGD_SPEC_TB_c;LGD_SPEC_TB_cl;POL_ORIG_NC;POL_ORIG_TL;POL_GEN_NC;POL_GEN_TL;DIS_POL;POL;DIS_POL_BGP;POL_SPEC_NC;POL_SPEC_TL;POL_SPEC_TB;POL_SPEC_TB_c;POL_SPEC_TB_cl;POD_ORIG_NC;POD_ORIG_TL;POD_GEN_NC;POD_GEN_TL;DIS_POD;POD;DIS_POD_BGP;POD_SPEC_NC;POD_SPEC_TL;POD_SPEC_TB;POD_SPEC_TB_c;POD_SPEC_TB_cl;GOOD_ORIG_NC;GOOD_ORIG_TL;MATCH_GOOD;GOOD_SPEC_NC;GOOD_SPEC_TL;GOOD_SPEC_BP;BAD_ORIG_NC;BAD_ORIG_TL;MATCH_BAD;BAD_SPEC_NC;BAD_SPEC_TL;BAD_SPEC_BP;HAINE;ISHOKO;GDSMDIFF
Yasawa Fiji;CERC529;30903;0;4;Yasawa;Yasawa;30903;30903;4;4;pure in heart;pure in heart;Virtue;Virtue;0;0;Virtue;0;Virtue;Purity;Good heart;Purity;Purity;Purity;disobedience;disobedience;Morality;Morality;0;0;Morality;0;Morality;Disobedient;Disobedience;Disobedient;Disobedient;Disobedient;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;good citizen;good citizen;Virtue;Morality;1;Morality;0;People - Good ;Good citizen;People - Good ;People - Good;People - Good Citizen;disobedience;disobedience;Morality;Morality;0;Morality;0;Disobedience ;Disobedience;Disobedience ;Disobedience;Disobedience;good attitude;good attitude;Match;Attitude - Good ;Good attitude;Attitude;causes trouble among people;causes trouble among people;Match;Behaviour - Trouble;Trouble maker;Troublemaker;NA;NA;NA
Yasawa Fiji;CERC529;30903;0;5;Yasawa;Yasawa;30903;30903;5;5;attend church;attend church;Ritual;Ritual;0;0;Ritual;0;Ritual;Worship - Church;Attending church;Worship - Church;Worship - Church;Worship - Church;fight;fight;Morality;Morality;0;0;Morality;0;Morality;Violence - Fighting;Fighting;Violence - Fighting;Violence - Fighting;Violence;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;civilised;civilised;Virtue;Virtue;0;Virtue;0;People - Civilized;Civilized people;People - Civilized;People - Civilized;People - Civilized;uncivilised;uncivilised;Virtue;Virtue;0;Virtue;0;Not Civilised;Uncivilized;Not Civilised;Not Civilised;Not Civilised;happy person;happy person;Match;Happiness - Person;Happiness;Happy;doesn't listen;doesn't listen;Match;Not Listening;Not listening;Doesn't Listen;NA;NA;NA
Yasawa Fiji;CERC530;30905;0;1;Yasawa;Yasawa;30905;30905;1;1;obedience;obedience;Morality;Morality;0;0;Morality;0;Morality;Obedient;Obedience;Obedient;Obedient;Obedient;disobedience;disobedience;Morality;Morality;0;0;Morality;0;Morality;Disobedient;Disobedience;Disobedient;Disobedient;Disobedient;drink yaqona;drink yaqona;Substance Use/Abuse;Substance Use/Abuse;0;Substance Use/Abuse;Substance Use/Abuse;0;Alcohol - Kava;Drugs/alcohol;Alcohol - Kava;Alcohol - Kava;Alcohol - Kava;true believer;true believer;Religion;Religion;0;Religion;Religion;0;Faith;True believer;Faith;Faith;Faith;law abiding;law abiding;Morality;Morality;0;Morality;0;Obedience - Law Abiding;Abiding by the law;Obedience - Law Abiding;Obedience - Law Abiding;Law Abiding;law breaker;law breaker;Morality;Morality;0;Morality;0;Disobedience - Law;Criminals;Disobedience - Law;Disobedience - Law;Disobedience - Law;good attitude;good attitude;Match;Attitude - Good ;Good attitude;Attitude;more marijuana consumption;more marijuana consumption;Match;Smoking - Marijuana;Substance abuse;Drugs/Alcohol/Substance;NA;NA;NA
Yasawa Fiji;CERC530;30905;0;2;Yasawa;Yasawa;30905;30905;2;2;always listen;always listen;Morality;Morality;0;0;Morality;0;Morality;Listening;Listening;Listening;Listening;Listening;pretentious;pretentious;Virtue;Virtue;0;0;Virtue;0;Virtue;Pretentious;Pretentious;Pretentious;Pretentious;Pretentious;bad jokes;bad jokes;Morality;Misc;1;Morality;Morality;0;Jokes - Bad;Bad jokes;Jokes - Bad;Jokes - Bad;Jokes - Bad;word of God - Jehovah;word of God - Jehovah;Religion;Religion;0;Religion;Religion;0;God - Word ;Word of God-Jehovah;God - Word ;God - Word;God - Word;very sociable;very sociable;People;Etiquette;1;People;0;Sociable;Socializing;Sociable;Sociable;Sociable;conflicts instigator;conflicts instigator;Morality;Morality;0;Morality;0;Conflicts;Conflicts instigator;Conflicts;Conflicts;Conflicts;good relations;good relations;Match;Relationships - Good ;Good relationships;Relationships;hate others;hate others;Match;Hate - Others;Hatred;Hateful;NA;NA;NA
Yasawa Fiji;CERC530;30905;0;3;Yasawa;Yasawa;30905;30905;3;3;good child;good child;Misc;Virtue;1;1;Virtue;0;Virtue;Child - Good ;Good child;Child - Good ;Child - Good;Child - Good;thievery;thievery;Morality;Morality;0;0;Morality;0;Morality;Stealing - Theives;Stealing;Stealing - Theives;Stealing - Thieves;Stealing;negative minds;negative minds;Virtue;Virtue;0;Virtue;Virtue;0;Thoughts - Negative ;Negativity;Thoughts - Negative ;Thoughts - Negative;Thoughts - Negative;noisy;noisy;Ritual;Ritual;0;Etiquette;Etiquette;1;Disturbances - Noise;Making noise;Disturbances - Noise;Disturbances - Noise;Disturbances - Noise;helping each other;helping each other;Morality;Morality;0;Morality;0;Helpful - Others;Helpful;Helpful - Others;Helpful - Others;Helpful - Others;jealousy;jealousy;Morality;Virtue;1;Virtue;0;Jealousy ;Jealousy;Jealousy ;Jealousy;Jealousy;accepting others;accepting others;Match;Accepting - Others;Accepting;Accepting;doesn't have the heart of loving people;doesn't have the heart of loving people;Match;No Love;Doesn’t have a good heart;Unloved/Unloving;NA;NA;NA
Yasawa Fiji;CERC530;30905;0;4;Yasawa;Yasawa;30905;30905;4;4;attend church;attend church;Ritual;Ritual;0;0;Ritual;0;Ritual;Worship - Church;Attending church;Worship - Church;Worship - Church;Worship - Church;bad child;bad child;Virtue;Virtue;0;0;Virtue;0;Virtue;Child - Bad;Disobedience;Child - Bad;Child - Bad;Child - Bad;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;loving one another;loving one another;Morality;Virtue;1;Virtue;0;Loving;Love;Loving;Loving;Loving;hater;hater;Morality;Virtue;1;Virtue;0;Hate;Hatred;Hate;Hate;Hate;socialise;socialise;Match;Sociable;Socializing;Sociable;bad person;bad person;Match;People - Bad;Bad person;Bad (Conscience, Behavior, Nature, Heart);NA;NA;NA
Yasawa Fiji;CERC530;30905;0;5;Yasawa;Yasawa;30905;30905;5;5;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;N/A;NA;NA;NA;NA;NA ;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;hardworker;hardworker;Virtue;Virtue;0;Virtue;0;Work - Hard;Diligence;Work - Hard;Work - Hard;Work - Hard;laziness;laziness;Virtue;Virtue;0;Virtue;0;Lazy;Laziness;Lazy;Lazy;Lazy;merciful;merciful;Match;Merciful;Merciful;Merciful;greedy;greedy;Match;Greed;Greed;Greedy;NA;NA;NA
Yasawa Fiji;CERC531;30906;0;1;Yasawa;Yasawa;30906;30906;1;1;obedience;obedience;Morality;Morality;0;0;Morality;0;Morality;Obedient;Obedience;Obedient;Obedient;Obedient;sinful acts;sinful acts;Morality;Morality;0;0;Morality;0;Morality;Sin;Sins;Sin;Sin;Sin;addicted yaqona consumer;addicted yaqona consumer;Substance Use/Abuse;Substance Use/Abuse;0;Substance Use/Abuse;Substance Use/Abuse;0;Alcohol - Kava;Drugs/alcohol;Alcohol - Kava;Alcohol - Kava;Alcohol - Kava;holiness;holiness;Religion;Religion;0;Religion;Religion;0;Holiness;Holiness;Holiness;Holiness;Holiness;law abiding;law abiding;Morality;Morality;0;Morality;0;Obedience - Law Abiding;Abiding by the law;Obedience - Law Abiding;Obedience - Law Abiding;Law Abiding;law breaker;law breaker;Morality;Morality;0;Morality;0;Disobedience - Law;Criminals;Disobedience - Law;Disobedience - Law;Disobedience - Law;always listen;always listen;Match;Listening;Always listen;Listens;liar;liar;Match;Lies;Dishonesty;Dishonest;NA;NA;NA
Yasawa Fiji;CERC531;30906;0;2;Yasawa;Yasawa;30906;30906;2;2;good person;good person;Misc;Virtue;1;1;Virtue;0;Virtue;People - Good ;Good people;People - Good ;People - Good;People - Good;lusts;lusts;Virtue;Virtue;0;0;Virtue;0;Virtue;Lust;Lustful;Lust;Lust;Lust;evil darkness;evil darkness;Virtue;Misc;1;Virtue;Virtue;0;Darkness;Darkness;Darkness;Darkness;Darkness;God's grace;God's grace;Religion;Religion;0;Religion;Religion;0;God - Grace;God's grace;God - Grace;God - Grace;God - Grace;good citizen;good citizen;Virtue;Morality;1;Morality;0;People - Good ;Good citizen;People - Good ;People - Good;People - Good Citizen;bad person;bad person;Morality;Virtue;1;Morality;0;People - Bad;Bad people;People - Bad;People - Bad;People - Bad;obedience;obedience;Match;Obedience;Obedience;Obedient;thieves;thieves;Match;Stealing - Thieves;Stealing;Theft;NA;NA;NA
Yasawa Fiji;CERC531;30906;0;3;Yasawa;Yasawa;30906;30906;3;3;caring;caring;Morality;Morality;0;0;Morality;0;Morality;Caring;Caring;Caring;Caring;Caring;bad jokes;bad jokes;Virtue;Virtue;0;0;Virtue;0;Virtue;Jokes - Bad;Bad jokes;Jokes - Bad;Jokes - Bad;Jokes - Bad;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;socialising;socialising;People;Etiquette;1;People;0;Socialising;Socializing;Socialising;Socialising;Socialising;jealousy;jealousy;Morality;Virtue;1;Virtue;0;Jealousy ;Jealousy;Jealousy ;Jealousy;Jealousy;hardworking;hardworking;Match;Work - Hard;Hardworking;Hard-working;did not listen;did not listen;Match;Not Listening;Not listening;Doesn't Listen;NA;NA;NA
Yasawa Fiji;CERC531;30906;0;4;Yasawa;Yasawa;30906;30906;4;4;help those in need;help those in need;Morality;Morality;0;0;Morality;0;Morality;Helpful - People;Helpful;Helpful - People;Helpful - People;Helpful - People;bad relations;bad relations;People;People;0;0;People;0;People;Relationships - Bad;Bad relationships;Relationships - Bad;Relationships - Bad;Relationships - Bad;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;loving one another;loving one another;Morality;Virtue;1;Virtue;0;Loving;Love;Loving;Loving;Loving;hated;hated;Morality;Virtue;1;Virtue;0;Hate;Hatred;Hate;Hate;Hate;Good person;Good person;Match;People - Good ;Good person;Good (Conscience, Behavior, Nature, Heart);does not to church;does not to church;Match;No Church;Not going to church;No Church;NA;NA;NA
Yasawa Fiji;CERC531;30906;0;5;Yasawa;Yasawa;30906;30906;5;5;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;helping each other;helping each other;Morality;Morality;0;Morality;0;Helpful - Others;Helpful;Helpful - Others;Helpful - Others;Helpful - Others;forcing (without her/his will);forcing (without her/his will);Morality;Morality;0;Morality;0;Forced;Forcefulness;Forced;Forced;Forced;highly qualification;highly qualification;Match;Qualifications ;Highly qualification;Qualifications;cheating;cheating;Match;Adultery;Cheating;Adultery;NA;NA;NA
Yasawa Fiji;CERC532;31005;0;1;Yasawa;Yasawa;31005;31005;1;1;care of our weaknesses;care of our weaknesses;Virtue;Virtue;0;0;Virtue;0;Virtue;Weaknessses;Caring;Weaknessses;Weaknessses;Weaknessses;sinful acts;sinful acts;Morality;Morality;0;0;Morality;0;Morality;Sin;Sins;Sin;Sin;Sin;addicted yaqona consumer;addicted yaqona consumer;Substance Use/Abuse;Substance Use/Abuse;0;Substance Use/Abuse;Substance Use/Abuse;0;Alcohol - Kava;Drugs/alcohol;Alcohol - Kava;Alcohol - Kava;Alcohol - Kava;true believer;true believer;Religion;Religion;0;Religion;Religion;0;Faith;True believer;Faith;Faith;Faith;law abiding;law abiding;Morality;Morality;0;Morality;0;Obedience - Law Abiding;Abiding by the law;Obedience - Law Abiding;Obedience - Law Abiding;Law Abiding;stealing;stealing;Morality;Morality;0;Morality;0;Stealing;Stealing;Stealing;Stealing;Stealing;church goer always;church goer always;Match;Church;Going to church;Church;watching movies;watching movies;Match;Movies;Watching movies;Watches Movies;NA;NA;NA
Yasawa Fiji;CERC532;31005;0;2;Yasawa;Yasawa;31005;31005;2;2;be image of God;be image of God;Religion;Religion;0;0;Religion;0;Religion;Godliness;Be image of God;Godliness;Godliness;Godliness;moving away from God's presence;moving away from God's presence;Religion;Religion;0;0;Religion;0;Religion;Not Faithful;Away from God's presence;Not Faithful;Not Faithful;Not Faithful;naked moon dancing;naked moon dancing;Ritual;Ritual;0;Ritual;Ritual;0;Dancing;Naked mood dancing;Dancing;Dancing;Dancing;making noise inside koro;making noise inside koro;Ritual;Ritual;0;Etiquette;Etiquette;1;Disturbances - Noise Inside Koro;Making noise inside koro;Disturbances - Noise Inside Koro;Disturbances - Noise Inside Koro;Disturbances - Noise Inside Koro;discipline;discipline;Virtue;Virtue;0;Virtue;0;Discipline;Discipline;Discipline;Discipline;Discipline;fighting;fighting;Morality;Morality;0;Morality;0;Violence - Fighting;Fighting;Violence - Fighting;Violence - Fighting;Violence;teaching from home;teaching from home;Match;Teaching - Home;Home education;Teaches;mobile;mobile;Match;Mobile;Mobile;Mobile;NA;NA;NA
Yasawa Fiji;CERC532;31005;0;3;Yasawa;Yasawa;31005;31005;3;3;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;respect the law;respect the law;Etiquette;Morality;1;Morality;0;Respect - Laws;Abiding by the law;Respect - Laws;Respect - Laws;Law Abiding;liar;liar;Morality;Morality;0;Morality;0;Lies;Dishonesty;Lies;Lies;Lies;highly qualification;highly qualification;Match;Qualifications ;Highly qualification;Qualifications;human rights;human rights;Match;Rights ;Human rights;Human Rights;NA;NA;NA
Yasawa Fiji;CERC532;31005;0;4;Yasawa;Yasawa;31005;31005;4;4;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;truthful;truthful;Virtue;Virtue;0;Virtue;0;Truth;Honesty;Truth;Truth;Truth;smoking marijuana;smoking marijuana;Substance Use/Abuse;Substance Use/Abuse;0;Substance Use/Abuse;0;Smoking - Marijuana;Drugs/alcohol;Smoking - Marijuana;Smoking - Marijuana;Smoking - Marijuana;practical;practical;Match;Praticality ;Practical;Practical;inappropriate movies;inappropriate movies;Match;Movies - Inappropriate;Inappropriate movies;Watches Movies;NA;NA;NA
Yasawa Fiji;CERC532;31005;0;5;Yasawa;Yasawa;31005;31005;5;5;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;caring;caring;Morality;Morality;0;Morality;0;Caring;Caring;Caring;Caring;Caring;law breaker;law breaker;Morality;Morality;0;Morality;0;Disobedience - Law;Criminals;Disobedience - Law;Disobedience - Law;Disobedience - Law;church goer;church goer;Match;Church;Going to church;Church;doesn't go to church;doesn't go to church;Match;No Church;Not going to church;No Church;NA;NA;NA
Yasawa Fiji;CERC533;31006;0;1;Yasawa;Yasawa;31006;31006;1;1;truthful;truthful;Virtue;Virtue;0;0;Virtue;0;Virtue;Truth;Honesty;Truth;Truth;Truth;selfish;selfish;Virtue;Virtue;0;0;Virtue;0;Virtue;Selfish;Selfish;Selfish;Selfish;Selfish;foul languages;foul languages;Etiquette;Etiquette;0;Etiquette;Etiquette;0;Swearing;Swearing;Swearing;Swearing;Swearing;true believer;true believer;Religion;Religion;0;Religion;Religion;0;Faith;True believer;Faith;Faith;Faith;law abiding;law abiding;Morality;Morality;0;Morality;0;Obedience - Law Abiding;Abiding by the law;Obedience - Law Abiding;Obedience - Law Abiding;Law Abiding;law breaker;law breaker;Morality;Morality;0;Morality;0;Disobedience - Law;Criminals;Disobedience - Law;Disobedience - Law;Disobedience - Law;God worshipper;God worshipper;Match;Worship - God ;Worshipping God;Religious Faith;swearing;swearing;Match;Swearing;Foul language;Bad Language (Swearing);NA;NA;NA
Yasawa Fiji;CERC533;31006;0;2;Yasawa;Yasawa;31006;31006;2;2;kind hearted;kind hearted;Virtue;Virtue;0;0;Virtue;0;Virtue;Kind - Heart;Kindness;Kind - Heart;Kind - Heart;Kindness;pretentious;pretentious;Virtue;Virtue;0;0;Virtue;0;Virtue;Pretentious;Pretentious;Pretentious;Pretentious;Pretentious;lusts;lusts;Virtue;Virtue;0;Virtue;Virtue;0;Lust;Lust;Lust;Lust;Lust;God's grace;God's grace;Religion;Religion;0;Religion;Religion;0;God - Grace;God's grace;God - Grace;God - Grace;God - Grace;caring;caring;Morality;Morality;0;Morality;0;Caring;Caring;Caring;Caring;Caring;stealing;stealing;Morality;Morality;0;Morality;0;Stealing;Stealing;Stealing;Stealing;Stealing;good family;good family;Match;Family - Good ;Good family;Family;thieves;thieves;Match;Stealing - Thieves;Stealing;Theft;NA;NA;NA
Yasawa Fiji;CERC533;31006;0;3;Yasawa;Yasawa;31006;31006;3;3;loving;loving;Virtue;Virtue;0;0;Virtue;0;Virtue;Loving;Love;Loving;Loving;Loving;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;N/A;NA;NA;NA;disgusting;disgusting;Etiquette;Etiquette;0;Etiquette;Etiquette;0;Things - Disgusting;Disgusting things;Things - Disgusting;Things - Disgusting;Things - Disgusting;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;helping each other;helping each other;Morality;Morality;0;Morality;0;Helpful - Others;Helpful;Helpful - Others;Helpful - Others;Helpful - Others;foul languages;foul languages;Morality;Etiquette;1;Etiquette;0;Swearing;Swearing;Swearing;Swearing;Swearing;should know who you are;should know who you are;Match;Knowledge - Self;Know who you are;Intelligent;liar;liar;Match;Lies;Dishonesty;Dishonest;NA;NA;NA
Yasawa Fiji;CERC533;31006;0;4;Yasawa;Yasawa;31006;31006;4;4;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;socialising;socialising;People;Etiquette;1;People;0;Socialising;Socializing;Socialising;Socialising;Socialising;fight;fight;Morality;Morality;0;Morality;0;Violence - Fighting;Fighting;Violence - Fighting;Violence - Fighting;Violence;be merciful;be merciful;Match;Merciful;Merciful;Merciful;farmer;farmer;Match;Farming;Farmer;Farming;NA;NA;NA
Yasawa Fiji;CERC533;31006;0;5;Yasawa;Yasawa;31006;31006;5;5;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;discipline;discipline;Virtue;Virtue;0;Virtue;0;Discipline;Discipline;Discipline;Discipline;Discipline;bad relationship;bad relationship;Morality;People;1;People;0;Relationship - Bad;Bad relationships;Relationship - Bad;Relationship - Bad;Relationship - Bad;love God always;love God always;Match;Loving - God;Worshipping God;Loving;God worshipper;God worshipper;Match;Worship - God;Worshipping God;Worships God;NA;NA;NA
Yasawa Fiji;CERC534;31202;0;1;Yasawa;Yasawa;31202;31202;1;1;safekeeper;safekeeper;Morality;Morality;0;0;Morality;0;Morality;Safekeeping;Safety;Safekeeping;Safekeeping;Safekeeping;disobedience;disobedience;Morality;Morality;0;0;Morality;0;Morality;Disobedient;Disobedience;Disobedient;Disobedient;Disobedient;respecting the vanua;respecting the vanua;Specific ;Virtue;0;Etiquette;Etiquette;1;Respect - Vauna;Respect the vanua;Respect - Vauna;Respect - Vauna;Respect - Vauna;noise;noise;Ritual;Ritual;0;Etiquette;Etiquette;1;Disturbances - Noise;Making noise;Disturbances - Noise;Disturbances - Noise;Disturbances - Noise;law abiding;law abiding;Morality;Morality;0;Morality;0;Obedience - Law Abiding;Abiding by the law;Obedience - Law Abiding;Obedience - Law Abiding;Law Abiding;law breaker;law breaker;Morality;Morality;0;Morality;0;Disobedience - Law;Criminals;Disobedience - Law;Disobedience - Law;Disobedience - Law;good behavior;good behavior;Match;Attitude - Good ;Good behavior;Attitude;Thieves;Thieves;Match;Stealing - Thieves;Stealing;Theft;NA;NA;NA
Yasawa Fiji;CERC534;31202;0;2;Yasawa;Yasawa;31202;31202;2;2;loving;loving;Virtue;Virtue;0;0;Virtue;0;Virtue;Loving;Love;Loving;Loving;Loving;selfish;selfish;Virtue;Virtue;0;0;Virtue;0;Virtue;Selfish;Selfish;Selfish;Selfish;Selfish;thinking of others;thinking of others;Virtue;Virtue;0;Virtue;Virtue;0;Consideration;Thinking of others;Consideration;Consideration;Consideration;name of Jesus;name of Jesus;Religion;Religion;0;Religion;Religion;0;God - Jesus;Christ;God - Jesus;God - Jesus;God - Jesus;brother's keeper;brother's keeper;Misc;Misc;0;Miscellaneous;0;Keeper - Brother;Brother's keeper;Keeper - Brother;Keeper - Brother;Keeper - Brother;selfish;selfish;Virtue;Virtue;0;Virtue;0;Selfish;Selfish;Selfish;Selfish;Selfish;look after family;look after family;Match;Looking After - Family;Family oriented;Caring;thinking of themselves;thinking of themselves;Match;Selfish;Selfish;Selfish;NA;NA;NA
Yasawa Fiji;CERC534;31202;0;3;Yasawa;Yasawa;31202;31202;3;3;peacemakers;peacemakers;Virtue;Virtue;0;0;Virtue;0;Virtue;Peace - Makers;Peace;Peace - Makers;Peace - Makers;Peace - Makers;jealousy;jealousy;Virtue;Virtue;0;0;Virtue;0;Virtue;Jealousy;Jealousy;Jealousy;Jealousy;Jealousy;silent;silent;Ritual;Ritual;0;Etiquette;Etiquette;1;Quiet;Silence;Quiet;Quiet;Quiet;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;love one another;love one another;Virtue;Virtue;0;Virtue;0;Loving;Love;Loving;Loving;Loving;jealousy;jealousy;Morality;Virtue;1;Virtue;0;Jealousy ;Jealousy;Jealousy ;Jealousy;Jealousy;church goer;church goer;Match;Church;Going to church;Church;cheating;cheating;Match;Adultery;Cheating;Adultery;NA;NA;NA
Yasawa Fiji;CERC534;31202;0;4;Yasawa;Yasawa;31202;31202;4;4;caring;caring;Morality;Morality;0;0;Morality;0;Morality;Caring;Caring;Caring;Caring;Caring;bad thoughts;bad thoughts;Virtue;Virtue;0;0;Virtue;0;Virtue;Thoughts - Bad;Bad thinking;Thoughts - Bad;Thoughts - Bad;Thoughts - Bad;helping each other;helping each other;Morality;Morality;0;Morality;Morality;0;Helpful - Others;Helping;Helpful - Others;Helpful - Others;Helpful - Others;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;forgiveness;forgiveness;Virtue;Virtue;0;Virtue;0;Forgiveness;Forgiveness;Forgiveness;Forgiveness;Forgiveness;foul languages;foul languages;Morality;Etiquette;1;Etiquette;0;Swearing;Swearing;Swearing;Swearing;Swearing;look after the vanua;look after the vanua;Match;Looking After - Vanua ;Looking after vanua;Caring;jealousy;jealousy;Match;Jealousy;Jealousy;Jealous;NA;NA;NA
Yasawa Fiji;CERC534;31202;0;5;Yasawa;Yasawa;31202;31202;5;5;patience;patience;Virtue;Virtue;0;0;Virtue;0;Virtue;Patience;Patience;Patience;Patience;Patience;foul languages;foul languages;Etiquette;Etiquette;0;0;Etiquette;0;Etiquette;Swearing;Swearing;Swearing;Swearing;Swearing;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;N/A;NA;NA;NA;work together;work together;People;Morality;1;People;0;Work - Together ;Work together;Work - Together ;Work - Together;Work - Together;injustice;injustice;People;Morality;1;People;0;Injustice;Injustice;Injustice;Injustice;Injustice;NA;NA;Match;NA;NA;NA;fighting;fighting;Match;Violence  - Fighting;Fighting;Violent;NA;NA;NA
Yasawa Fiji;CERC535;31206;0;1;Yasawa;Yasawa;31206;MR;1;1;kind hearted;kind hearted;Virtue;Virtue;0;0;Virtue;0;Virtue;Kind - Heart;Kindness;Kind - Heart;Kind - Heart;Kindness;greediness;greediness;Virtue;Virtue;0;0;Virtue;0;Virtue;Greed;Greed;Greed;Greed;Greed;addicted yaqona consumer;addicted yaqona consumer;Substance Use/Abuse;Substance Use/Abuse;0;Substance Use/Abuse;Substance Use/Abuse;0;Alcohol - Kava;Drugs/alcohol;Alcohol - Kava;Alcohol - Kava;Alcohol - Kava;true believer;true believer;Religion;Religion;0;Religion;Religion;0;Faith;True believer;Faith;Faith;Faith;no stealing;no stealing;Morality;Morality;0;Morality;0;No Stealing;No stealing;No Stealing;No Stealing;No Stealing;stealing;stealing;Morality;Morality;0;Morality;0;Stealing;Stealing;Stealing;Stealing;Stealing;always listen at home;always listen at home;Match;Listening - Home;Always listen;Listens;liar;liar;Match;Lies;Dishonesty;Dishonest;NA;NA;NA
